Lang	Family	NINE	ONE	SEVEN	SIX	TEN	THREE	TWO	EIGHT	FIVE	FOUR
138321	bhw	4   		6   	7   	8   	9   	10   	1   		3   
82431	bhw	4   	5   	6   	7   	8   	9   	10   	1   	2   	3   
109221	swe	30   	5   	28   	7   	31   	24   24   	23   	29   	26   	25   
109220	bhw	4   	5   5   	6   	7   3   	8   8   8   	9   	10   	1   	2   	3   3   3   
142212	bhw	4   	5   	6   	7   	8   	9   9   9   	10   10   	1   	2   	3   
93074	bhw	4   4   	5   	6   	7   	8   	9   	10   10   	1   	3   	3   
142211	bhw	4   	5   	6   	7   27   	8   	9   9   9   	10   	1   	2   	3   
109219	bhw	4   	5   21   	28   27   	7   	8   	9   24   	23   10   	1   	2   2   	3   
142210	bhw	4   4   	5   	6   6   	7   7   7   7   	8   	9   9   	10   	1   	2   	3   
142209	bhw	4   4   	5   5   	6   6   	7   7   7   7   	8   8   	9   	10   10   23   	1   29   	2   26   2   2   26   	3   3   3   
86837	bhw	4   	5   	6   	7   	8   	9   9   	10   	1   29   	2   	3   
82430	bhw	4   	5   5   5   5   	6   	7   	8   8   	9   9   	10   10   	1   	2   	3   3   3   9   
101897	bhw	4   	5   5   	6   	7   	31   8   	9   	10   10   	1   	2   	3   
142208	bhw	4   4   4   4   4   4   	5   5   5   5   21   21   5   	6   6   6   	7   7   	8   8   8   	9   24   9   	10   10   	1   1   	2   	25   3   3   
140369	bhw	4   	5   5   5   	6   	7   	8   	9   	10   	1   	2   	3   
93071	bhw	4   	5   5   5   	6   	7   7   	8   8   	9   	10   	1   1   1   	2   2   	3   3   
96581	bhw	4   4   4   	5   5   5   	6   6   	7   7   7   	8   8   8   	9   9   9   9   	10   10   10   10   10   10   	1   1   1   	2   26   2   2   2   2   	3   3   
142207	bhw	4   30   4   	5   5   5   	6   6   6   	7   	8   8   	9   9   	10   	1   29   	2   2   	3   3   3   
138317	swe	30   	5   	28   6   	7   	8   	24   	23   	29   	2   	
72806	bhw	4   4   	5   5   5   5   5   5   	6   6   	7   7   	8   8   	9   9   9   9   	10   	1   1   	3   3   	3   
93069	bhw	4   	5   	6   	7   	8   8   	9   9   	10   10   10   	1   	3   	3   3   3   
132362	bhw	4   4   	5   5   	6   	7   	8   31   8   	9   	10   23   10   10   	1   	7   	3   25   
140367	bhw	4   4   	5   21   	6   	7   	8   8   8   	9   9   	10   	1   	2   	2   3   3   
140366	bhw	4   	5   5   5   	6   	7   7   7   	8   	9   3   	10   	1   	2   2   2   2   	3   
130440	bhw	4   	5   	6   	7   	8   	9   	10   10   10   	1   	26   	3   3   
140365	bhw	4   	5   	6   	7   	8   	9   	23   10   	1   	2   2   	3   3   3   
89906	bhw	4   4   30   	5   5   	6   6   6   6   	7   7   	8   8   8   8   8   8   	9   9   	10   10   	1   1   	2   	3   3   
111005	bhw	4   	5   	6   	7   	8   	9   	10   	1   	2   	3   
134344	bhw	4   	5   5   5   	6   6   	7   7   	8   	9   9   	10   10   	1   	2   2   	3   
105335	bhw	30   	22   5   5   	6   	27   7   7   	8   31   	9   9   	23   10   23   	1   1   	2   2   26   	3   3   3   
98284	bhw	30   4   	5   5   	28   	7   7   	8   	9   9   	23   	1   	26   26   	3   25   26   
3486	bhw	4   4   	5   22   5   	6   6   6   	7   7   	8   8   	9   9   9   	10   10   	1   	2   	3   
71328	bhw	4   	5   5   5   5   5   5   5   5   	6   6   	7   7   	8   8   8   8   	9   9   10   	10   10   10   10   	1   1   	3   3   	3   3   3   3   3   
101891	swe	30   4   4   30   	22   5   21   	28   	27   	31   31   31   	9   9   	23   	29   	2   26   2   	25   3   3   
105333	bhw	4   4   	5   	6   	7   	8   	9   9   	10   	1   		3   
100099	bhw	4   	5   5   5   	6   6   6   	7   7   	8   	9   9   9   	10   9   	1   1   1   	2   2   2   3   	3   3   3   3   
138315	bhw	4   30   	5   5   5   	6   6   	7   7   	8   8   	9   9   	10   10   10   	1   1   1   	2   2   2   2   26   	3   3   
140361	bhw	4   	5   	6   	7   	8   8   	9   	10   10   10   	1   	2   2   	3   
142206	swe	30   	21   5   5   	28   6   	7   	31   	9   	23   	29   	26   2   	3   
136298	bhw	4   	5   	6   6   	7   	8   	9   10   	10   10   10   10   	1   	2   	3   
138313	bhw	4   30   30   4   	5   5   5   5   	28   	7   27   7   	8   8   6   	9   9   	10   23   10   10   	1   1   	2   	3   3   25   
134339	bhw	4   4   	5   21   	6   	7   7   	8   8   	9   9   	10   10   10   	1   	2   2   2   	3   3   3   
3502	swe	4   	21   5   	28   28   	27   7   	31   8   8   8   8   8   	24   	23   10   	29   	2   2   2   26   2   	3   25   3   
128401	bhw	30   	22   5   5   	6   6   	27   	8   8   	9   	23   10   10   	1   1   	2   2   2   	3   25   
114780	bhw	4   4   	5   22   21   21   	6   	7   	8   	9   3   	23   	1   	26   	3   
130433	bhw	4   4   4   	5   	6   	7   7   	8   	9   	10   	1   	2   	3   
77015	bhw	4   	5   	6   	7   	8   	9   	10   	1   	2   	3   
138312	bhw	4   	5   5   5   	6   	7   	8   8   	9   	10   	1   1   	2   3   	3   
134337	bhw	4   	5   	6   	7   7   	8   	9   9   9   	10   	1   	2   2   	3   
142205	swe	4   	5   21   	28   	27   7   	31   	24   	23   	29   	26   	25   
103695	bhw	4   4   	5   5   5   5   5   	6   	7   7   7   27   7   7   7   	8   	9   9   	10   10   10   10   	1   1   1   	2   2   2   2   26   2   2   26   	25   25   25   3   
142204	bhw	4   	5   5   	6   	7   	8   	9   	10   10   	1   	2   2   	3   3   
142203	bhw	4   	5   5   	6   	7   	8   	9   	10   	1   1   	2   	3   3   
107321	bhw	4   	5   5   	6   6   	7   	8   	9   9   	10   10   	1   	2   2   2   2   	3   3   
142202	bhw	4   	5   21   	6   	7   	8   	9   	10   10   	1   	2   	3   
142201	bhw	4   	5   	6   	7   	8   	9   	10   23   10   10   	1   	7   	3   
140357	bhw	4   4   	5   	6   	7   	8   	9   9   9   	10   10   	1   	2   2   	3   3   
132352	bhw	4   	5   	6   	7   2   	8   	9   	10   	1   	2   2   	3   
109202	swe	4   	21   5   5   	6   6   	7   	31   8   8   	24   9   9   	23   	29   	26   7   2   	25   3   
142200	bhw	4   	5   	6   	7   	8   	9   	10   	1   	2   	3   
136296	bhw	4   4   	5   	6   	7   	8   	9   	10   	1   	3   3   	3   3   3   
142199	bhw	4   	5   5   	6   6   28   	7   	8   8   	9   9   9   9   	10   	1   1   1   1   1   	2   26   2   	3   25   
126309	swe	30   4   4   	21   21   5   	28   6   6   	27   7   7   	31   8   	24   24   9   	23   10   	29   1   	2   2   2   	3   3   25   
128394	bhw	4   	5   5   5   5   5   5   	6   6   	7   	8   	9   9   	10   10   	1   1   	2   	3   
138308	bhw	4   	5   	6   	7   	8   	9   	10   10   10   	1   	2   	3   
140355	bhw	30   	5   	6   	7   	8   	24   	10   10   	1   	26   	3   
83809	bhw	4   	5   5   5   	6   	7   	8   	9   	10   	1   	2   2   	3   3   2   
140354	bhw	4   	5   5   5   5   5   	6   6   	7   	8   	9   	10   10   10   	1   	2   	3   
134330	bhw	4   4   4   	5   	6   	7   7   7   	8   8   	9   9   	10   	1   	3   3   	3   3   3   
142198	bhw	4   	22   	6   6   	27   27   	8   8   8   	9   9   9   	10   10   10   	1   	2   	3   
100090	bhw	4   	5   	6   	7   	8   	9   	10   10   10   10   	1   	2   	3   
78327	bhw	4   4   	5   5   5   5   	6   6   	7   7   	8   8   	9   9   9   	10   10   	1   	2   2   	3   3   3   
138306	bhw	30   	5   5   5   	6   	7   	8   	9   	10   	1   	2   	3   
138305	bhw	4   4   30   	5   5   5   5   	6   6   	7   7   7   7   	8   8   8   	9   9   9   	10   10   10   	1   	2   2   7   2   	3   3   3   
132348	bhw	4   	5   5   5   	6   	7   	8   	9   	10   23   	1   	2   	3   
82417	bhw	30   	5   5   	6   	7   7   	8   	9   9   	10   10   23   	1   	2   2   	3   3   
126307	bhw	4   	5   5   	6   	7   	8   	9   	10   	1   	3   2   	3   
112882	swe	30   4   	5   	6   	25   27   7   	8   8   	24   	23   	1   1   1   	26   2   	3   3   25   3   
140350	bhw	4   4   	5   	6   6   	7   7   	8   8   	9   	10   10   10   	1   1   	2   7   2   	3   
142197	bhw	4   	5   	6   	7   7   	8   	9   	10   	1   1   	2   	3   
86822	bhw	4   4   	5   5   5   5   	6   6   	7   	8   	9   	10   10   10   	1   	2   	3   3   
71316	bhw	4   	5   5   	6   	7   	8   	9   9   	10   	1   	2   	3   3   
140349	bhw	4   	5   5   	6   	7   	8   8   	9   9   	10   10   10   10   	1   	2   	3   
138301	bhw	4   	5   	6   6   	7   7   7   	8   8   	9   	10   	1   	2   	3   
86821	bhw	4   	5   5   	6   	7   	8   	9   	10   	1   	3   	3   
134325	bhw	4   	5   	6   	7   	8   8   	9   9   9   	10   10   	1   	2   	3   3   
142196	bhw	30   	5   5   5   5   	6   	7   7   	8   	9   9   	10   10   	1   	2   2   3   26   	3   3   
142195	bhw	4   	5   	6   	7   	8   	9   	10   	1   	2   	3   
89893	bhw	4   	5   5   5   5   5   	6   	7   7   7   	8   	9   	10   10   	1   	2   2   	3   3   
89892	bhw	4   4   4   	5   	6   	7   	8   	9   	10   10   10   	1   1   	2   2   	3   3   
130422	bhw	4   	5   	6   	7   7   7   	8   	9   9   	10   	1   	2   3   	3   
94841	bhw	4   	5   5   	6   6   	7   7   	8   8   	9   	10   23   	1   	26   26   	25   
140348	bhw	4   	5   5   5   	6   	7   	8   	9   	10   	1   	2   2   	3   3   3   
118593	bhw	4   	5   5   5   	6   6   	7   27   27   7   7   	8   31   31   	9   9   9   9   9   	10   10   	1   1   1   29   	2   	3   25   3   3   3   3   25   3   
94840	bhw	4   	22   5   	6   6   	27   27   	8   	9   9   9   	23   10   	29   	2   	3   
142194	bhw	4   30   	5   21   5   	6   6   28   	7   7   7   	8   	9   	10   	1   1   	3   2   2   2   	3   3   3   
142193	bhw	4   30   	5   5   5   	28   6   	7   7   	8   8   	9   9   9   	10   23   10   	1   	2   2   2   2   	3   25   
116630	bhw	4   	5   5   5   5   22   	6   	7   	8   31   	9   	10   	1   1   	3   	3   3   3   
142192	bhw	4   5   	5   5   	6   6   	7   	8   	9   	23   	1   1   	2   	3   
142191	bhw	4   4   	5   	6   	7   7   	8   	9   	10   	1   	2   	3   
142190	bhw	4   	5   	6   	7   	8   	9   	10   	1   	2   	3   
91490	bhw	4   	5   22   5   	6   	7   	8   8   31   	9   24   	10   23   	1   	2   	3   
122380	bhw	4   4   4   30   	5   22   21   5   21   	6   	7   7   7   7   	8   8   8   	9   9   	10   10   	1   1   	2   2   	3   3   3   3   3   3   
75582	bhw	4   	5   5   	6   	7   	8   	9   	10   10   	1   1   	2   3   	3   3   
85281	bhw	4   	5   5   5   	6   	7   	8   8   		10   10   23   	1   	2   	3   
82408	bhw	4   	5   	6   	7   	31   8   8   	9   	10   10   10   	1   1   	9   3   	3   3   3   25   3   3   
142189	bhw	4   4   	5   	6   	7   	8   	9   	10   	1   1   1   1   	2   2   2   8   	3   2   3   
142188	bhw	4   	5   5   	6   	7   7   	8   8   	9   	10   	1   	2   	3   
142187	bhw	4   	5   5   	6   	7   	8   	9   	10   	1   	2   	3   
142186	bhw	4   	5   	6   	7   	8   	9   	10   10   	1   	3   2   	
138297	bhw	4   	5   5   5   	6   	7   	8   	9   	10   	1   	2   	3   
122378	bhw	4   	5   	6   	7   	8   	9   	10   10   	1   	3   	3   3   
142185	bhw	4   4   4   	5   5   5   5   5   	6   	7   	8   8   8   	9   	10   	1   	2   2   7   	3   
136289	bhw	4   	22   	6   6   	27   27   	8   8   8   	9   9   9   9   	10   10   10   	1   1   	2   	3   
86813	bhw	4   30   4   	5   5   5   5   	6   6   6   	7   7   	8   8   	9   9   24   	10   	1   29   	2   2   	3   3   3   3   
140347	bhw	4   4   4   4   	22   	6   6   	7   	8   8   	9   9   	10   	1   	2   2   	3   3   
142184	bhw	4   4   4   4   	5   5   	6   	7   7   7   7   7   27   	8   	9   	10   	1   	2   2   2   3   2   	3   3   3   
112874	swe	30   	5   	28   	27   27   7   	31   	24   25   	23   	29   	2   	3   
37682	bhw	4   30   	5   5   21   	6   6   	7   7   	8   8   8   8   8   8   	9   	10   10   10   10   	1   	2   	3   3   3   3   
21221	bhw	4   3   	5   22   22   	6   6   	27   7   27   	8   8   8   31   8   8   	9   	10   10   	1   1   4   1   1   1   	2   	3   3   3   
142183	bhw	4   	5   	6   6   	7   	8   8   8   	9   	10   	1   	2   2   2   2   2   	3   3   3   
140345	bhw	30   	22   		27   	8   	9   	10   23   23   10   10   	29   1   1   	2   2   26   	3   3   
136286	bhw	1   4   4   4   	5   5   5   5   5   	6   6   	7   7   7   	8   8   8   8   8   	9   	10   10   10   	1   	2   	3   3   3   3   25   
75579	bhw	4   4   4   	5   21   21   	6   28   	7   	8   	24   	10   	1   1   	2   24   3   26   	3   3   3   3   
3814	bhw	4   4   4   4   	5   5   5   5   5   	6   	7   7   7   	8   8   8   8   	9   9   	10   	1   1   1   	2   	3   3   
83796	bhw	4   	5   5   5   	6   28   	7   7   7   	8   	9   24   	10   10   10   23   10   	1   	2   2   	3   
140344	bhw	4   	5   	6   	7   	8   	9   	10   10   	1   	7   	3   
132339	bhw	4   	5   	6   	7   7   	8   	9   	10   10   	1   1   	2   	3   3   
134315	bhw	4   	5   5   21   	6   	7   	8   	9   	10   10   	1   	2   2   	3   
103678	bhw	4   4   	5   	6   6   6   6   	7   	8   	9   9   	10   10   10   	1   1   	2   	3   3   
136284	bhw	4   	5   	6   	7   	8   	9   	10   	1   	2   	
126294	bhw	4   4   	5   21   	6   6   	7   7   7   	8   	9   24   	10   	1   4   	2   3   	3   3   
142182	bhw	4   	5   5   5   	6   	7   7   7   7   	8   	9   	10   	1   1   	2   2   	3   
85276	bhw	4   	5   5   5   5   22   	6   	7   7   7   7   	8   8   8   	9   	10   	1   1   	2   2   	3   2   3   3   
71307	bhw	4   	5   5   	6   	7   7   	8   	9   3   	10   23   	1   	2   	3   
140341	bhw	4   4   	5   5   	6   	7   7   	8   8   	9   	10   10   10   	1   	2   	3   3   3   
136283	bhw	4   4   	5   5   	6   6   	7   7   	8   	9   	10   	1   29   	2   	3   
142181	bhw	4   30   	5   	6   	7   7   	8   8   	9   9   	10   	1   29   	26   	3   
140340	bhw	4   	5   5   	6   	7   7   	8   8   	9   	10   	1   1   1   	2   2   	3   
138293	bhw	4   	5   	6   	7   7   	8   	9   24   	10   	1   	2   2   	3   
132337	bhw	30   	5   	6   	7   	8   	24   	10   	1   		3   
110982	bhw	4   4   	5   5   5   	6   	7   	8   	9   9   9   	10   	1   	2   	3   
112870	bhw	4   	5   5   	6   	7   	8   8   	9   	10   	1   	3   	3   
136281	bhw	4   	5   	6   	7   	8   8   	9   	10   10   10   10   	1   	2   	3   
122364	bhw	4   4   	5   5   5   5   	6   6   	7   7   	8   8   	9   9   	10   	1   1   	2   2   2   	3   
142180	bhw	4   	5   	6   	7   	8   8   		10   	1   	2   	3   3   3   
140338	bhw	4   	5   5   	6   	7   	8   8   8   	9   9   	10   	1   	2   	3   
128377	swe	30   	21   5   5   21   5   5   	28   	7   7   	31   8   8   8   	24   9   9   9   9   	23   10   10   10   	29   1   1   	26   2   	25   
69818	bhw	4   4   	5   21   	6   	7   7   7   	8   	9   	10   10   	1   	2   	3   3   
140336	bhw	4   	5   5   5   5   21   	6   	7   	8   	9   	10   10   	1   	2   2   	3   3   
100076	bhw	4   	5   21   5   	6   	7   	8   	9   	10   10   10   	1   	2   	3   
140335	bhw	4   4   	5   5   5   	6   	7   	8   8   	9   	10   	1   	3   	3   3   3   
132336	bhw	4   	5   5   21   	6   	7   	8   	9   9   	10   	1   	2   	3   3   
138292	swe	4   	21   22   	28   6   	7   	31   	9   9   24   9   	23   23   9   10   	29   1   1   	2   2   	25   25   
140334	bhw	4   	5   21   	28   27   	7   	8   	9   24   	23   10   	1   	2   2   	3   
138291	bhw	4   4   	5   5   	6   	7   	8   8   	9   	10   	1   	2   2   	3   
142179	bhw	4   	5   	6   	7   	8   8   	9   	10   	1   	2   2   2   	3   3   3   
138290	bhw	30   	5   5   	6   	7   	8   	9   9   9   	10   	1   	2   	3   3   
138289	bhw	4   	21   	6   6   6   6   	7   7   27   27   7   7   	8   8   8   31   	9   24   9   9   	10   	1   1   29   1   1   1   	2   	3   
136277	bhw	4   4   4   4   	5   5   	6   	7   7   7   7   7   27   	8   	9   	10   	1   	2   2   2   3   2   	3   3   3   
107302	bhw	4   	5   	6   	7   7   7   7   	8   8   	9   	10   10   	1   1   	2   2   2   	3   3   
142178	bhw	4   	5   5   	6   	7   	8   	3   9   	10   10   	1   	2   2   2   	3   
136276	bhw	4   	5   5   	6   	7   	8   31   	9   	10   23   	1   1   29   	26   	3   
116620	swe	4   	5   	28   	7   	8   	24   	10   	29   1   	26   	25   
140333	bhw	4   	5   	6   	7   	8   	9   	10   	1   	2   	3   
140332	bhw	4   	5   5   	6   	7   	8   8   	9   	10   10   	1   	2   2   	3   3   
128373	bhw	4   30   4   	5   5   5   	6   6   6   6   28   6   	7   7   7   	8   8   8   31   	9   	23   10   10   10   10   	1   1   1   	2   2   26   26   	3   3   3   3   3   3   
122360	bhw	4   4   	5   5   5   	6   6   6   	7   7   	8   8   	9   	10   10   10   	1   	26   2   	3   
51445	swe	30   	22   		27   	31   	24   	10   10   27   	29   	26   	25   27   
91481	bhw	4   4   4   	5   	6   	7   	8   	9   	10   	1   1   1   	2   2   	3   
142177	bhw	4   	5   5   	6   	7   7   7   	8   8   	9   	10   	1   1   	2   26   	3   2   3   
98253	bhw	4   	5   	6   6   	7   	8   8   	9   	10   10   10   	1   1   1   	2   2   	3   3   
142176	bhw	4   	5   5   	6   6   	7   7   7   	8   8   	9   9   	10   	1   	2   	3   
140331	bhw	4   4   	5   	6   	7   	8   	9   9   	10   10   10   10   	1   1   	3   2   	3   3   
107300	bhw	4   	22   5   	6   		8   	9   	10   	1   	2   	3   3   
142175	bhw	4   	5   	6   	7   	8   8   8   8   	9   	10   	1   	2   	2   
142174	bhw	4   	5   	6   6   	7   	8   8   	9   	10   	1   	3   7   2   	3   3   
114748	swe	4   	5   5   	28   6   	27   27   7   	8   	24   	10   10   	29   	26   	25   3   
140329	bhw		5   21   5   	6   	7   	8   	9   9   	10   	1   1   1   1   	2   	3   3   
114747	bhw	4   	5   	6   6   	7   7   	8   8   	9   	10   	1   	2   	3   
142173	bhw	4   4   4   4   	5   	6   	7   	8   	9   9   9   	10   10   10   10   	1   1   29   	3   7   	3   3   
86804	bhw	4   	5   5   5   21   5   5   	6   6   6   	7   7   7   7   	8   	9   	10   23   10   	1   	2   2   2   2   	3   3   3   3   
136271	bhw	4   4   	5   5   	6   	7   7   7   	8   8   8   	9   9   	10   	1   	2   2   	2   
134301	bhw	4   	5   5   	6   	7   	8   8   	9   	10   10   10   10   	1   	7   	3   
136270	bhw	4   	5   	6   	7   	31   	9   	10   	29   	26   	3   
112861	bhw	4   4   4   4   4   4   	5   5   5   5   5   	6   	7   7   7   	8   8   8   8   	9   9   9   9   9   9   	10   10   	1   1   	2   2   	3   
74244	bhw	4   4   	5   	6   6   	7   	8   8   	9   9   	10   10   23   23   	1   1   	2   	3   3   3   
136267	bhw	4   	5   5   5   5   	6   	7   	8   8   8   	9   	10   	1   1   	2   	3   3   3   
82395	bhw	4   4   30   	5   22   5   5   	6   	7   7   7   	8   8   	9   9   9   	10   10   10   	1   1   29   1   1   	2   2   	3   3   3   
128366	bhw	4   4   	5   	6   28   	7   	8   	24   	10   10   10   	1   1   	2   	3   3   3   
140326	swe	30   30   	5   5   	28   6   	7   7   7   7   	8   8   8   8   31   8   	24   	23   10   	29   	26   2   	25   3   3   
128365	bhw	4   	5   5   5   		7   7   	8   8   	9   	10   5   	1   	3   2   2   2   	3   3   3   3   
128364	swe	4   	21   5   	28   	7   	31   	24   9   9   	23   	29   1   	26   	25   
142172	bhw	4   	5   5   	6   6   	7   	8   	9   	10   	1   	7   	3   
142171	bhw	4   	5   5   	6   	7   	8   	9   	10   10   	1   1   1   1   	2   2   2   	3   
134299	bhw	4   	5   	6   	7   	8   8   	9   	10   	1   	2   2   	3   
142170	bhw	4   	5   	6   	7   	8   	9   	10   	1   1   	2   2   	3   25   
140324	bhw	4   	5   	6   	7   7   	8   	9   	10   	1   1   	2   2   	3   
142169	bhw	4   	5   	6   	7   7   	8   	9   	10   10   	1   1   	2   	3   
136263	bhw	4   4   	5   21   	6   6   	7   	8   	9   	10   	1   1   	2   2   	3   25   25   25   3   
28567	bhw	4   	5   	6   6   	7   27   7   	8   8   8   8   	9   	10   10   23   	1   	2   2   2   2   2   	3   25   3   25   25   
134297	bhw	4   30   	5   	6   	7   	8   8   	9   9   	10   	1   29   	26   	3   
140322	bhw	4   	5   5   	6   	7   	8   	3   9   9   	10   10   10   	1   	2   	3   
142168	swe	30   	22   5   21   5   21   21   5   5   	28   	7   	31   31   	24   	23   10   10   	1   1   	26   	25   3   
82393	bhw	4   	21   22   5   5   21   5   	6   28   	7   	8   31   	9   9   9   	10   10   	1   	2   26   	3   3   25   
130399	swe	30   	5   5   5   22   	28   6   6   	27   	31   	24   	23   	1   1   	25   2   2   	3   
93036	bhw	4   	5   	6   	7   	8   	9   	10   	1   	2   	3   
138279	bhw	4   4   	5   5   	6   	27   	8   	9   9   	10   	1   	2   	3   
76978	bhw	4   4   4   	5   5   	6   	7   7   7   	8   	9   9   9   	10   	1   	2   2   	2   
142167	bhw	4   	5   5   	6   6   	7   	8   	9   9   	10   10   10   	1   	2   26   	3   25   
